"TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Educational level","TIME","Select time","Value","Flag Codes","Flags"
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE6","6 years and over","99","total","2019","2019",0.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2001","2001",12.3,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2002","2002",14.6,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2003","2003",15.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2005","2005",19.4,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2006","2006",22.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2007","2007",25.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2008","2008",27.4,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2009","2009",32.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2010","2010",39,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2011","2011",42.2,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2012","2012",43.2,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2013","2013",49.5,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2014","2014",55,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2015","2015",58.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2016","2016",66,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2017","2017",68.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2018","2018",75.1,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2019","2019",76.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2001","2001",3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2002","2002",2.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2003","2003",3.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2005","2005",2.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2006","2006",3.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2007","2007",5.5,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2008","2008",2.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2009","2009",2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2010","2010",2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2011","2011",1.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2012","2012",1.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2013","2013",1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2014","2014",0.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2015","2015",0.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2016","2016",0.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2017","2017",0.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2018","2018",0.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2019","2019",0.4,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2001","2001",5,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2002","2002",6.4,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2003","2003",7.3,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2005","2005",9.1,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2006","2006",12.5,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2007","2007",13.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2008","2008",15.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2009","2009",18.6,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2010","2010",22.7,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2011","2011",24.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2012","2012",27.2,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2013","2013",31,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2014","2014",34.8,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2015","2015",40.2,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2016","2016",44.9,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2017","2017",49.2,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2018","2018",54.2,,
"6_INTTUTTI","everyday","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2019","2019",58.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2001","2001",1.7,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2002","2002",1.7,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2003","2003",1.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2005","2005",1.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2006","2006",2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2007","2007",2.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2008","2008",1.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2009","2009",1.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2010","2010",1.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2011","2011",1.7,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2012","2012",1.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2013","2013",1.2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2014","2014",1.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2015","2015",0.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2016","2016",1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2017","2017",1.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2018","2018",1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2019","2019",0.9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2001","2001",18.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2002","2002",16.9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2003","2003",18.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2005","2005",18.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2006","2006",17.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2007","2007",17.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2008","2008",21.8,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2009","2009",22.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2010","2010",23.2,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2011","2011",24.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2012","2012",25.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2013","2013",22.9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2014","2014",21.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2015","2015",20.4,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2016","2016",17.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2017","2017",16.4,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2018","2018",12.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2019","2019",11.6,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2001","2001",0.2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2002","2002",0.1,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2003","2003",0.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2005","2005",0.2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2006","2006",0.2,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2007","2007",0.5,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2008","2008",0.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2009","2009",0.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2010","2010",0.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2011","2011",0.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2012","2012",0.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2013","2013",0.3,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2014","2014",0.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2015","2015",0.5,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2016","2016",0.4,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2017","2017",0.8,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2018","2018",0.9,,
"6_INT_QV_ANNO","some times during the year","HSC","per 100 people with the same characteristics","9","total","Y_GE65","65 years and over","99","total","2019","2019",0.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2001","2001",58,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2002","2002",58.6,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2003","2003",53.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2005","2005",50.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2006","2006",47.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2007","2007",44.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2008","2008",40.2,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2009","2009",34.7,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2010","2010",29.5,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2011","2011",25.3,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2012","2012",25,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2013","2013",21.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2014","2014",19,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2015","2015",15.6,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2016","2016",12.2,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2017","2017",11.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2018","2018",10.2,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y25-44","25-44 years","99","total","2019","2019",9.7,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2001","2001",8.4,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2002","2002",7.8,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2003","2003",9,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2005","2005",9.6,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2006","2006",9.2,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2007","2007",11.3,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2008","2008",13.7,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2009","2009",15.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2010","2010",15.5,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2011","2011",16.4,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2012","2012",17.3,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2013","2013",18.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2014","2014",18.7,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2015","2015",18.7,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2016","2016",18.7,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2017","2017",18.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2018","2018",17.1,,
"6_INT_1P_SETT","one or more times a week","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2019","2019",16.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2001","2001",79.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2002","2002",79.2,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2003","2003",76.1,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2005","2005",72.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2006","2006",69.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2007","2007",66.3,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2008","2008",62.8,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2009","2009",58.2,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2010","2010",54,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2011","2011",51.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2012","2012",48.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2013","2013",44.7,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2014","2014",41.1,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2015","2015",35.9,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2016","2016",31.3,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2017","2017",28.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2018","2018",24.4,,
"6_INTNO","they don't use Internet","HSC","per 100 people with the same characteristics","9","total","Y45-64","45-64 years","99","total","2019","2019",21.1,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2001","2001",43.1,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2002","2002",43.5,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2003","2003",46.1,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2005","2005",47.4,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2006","2006",50.4,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2007","2007",54.2,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2008","2008",58.1,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2009","2009",65.2,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2010","2010",70.9,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2011","2011",73,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2012","2012",73.3,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2013","2013",75,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2014","2014",76.8,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2015","2015",76.8,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2016","2016",78.8,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2017","2017",81.2,,
"6_INTSI","they use Internet","HSC","per 100 people with the same characteristics","9","total","Y6-24","6-24 years","99","total","2018","2018",83.6,,
